Município;Assistência_Médica;Excl._Odontológico;Total
410750 Engenheiro Beltrão;1265;35;1300
410753 Entre Rios do Oeste;555;116;671
410752 Esperança Nova;19;0;19
410754 Espigão Alto do Iguaçu;20;0;20
410755 Farol;148;1;149
410760 Faxinal;935;22;957
410765 Fazenda Rio Grande;8847;2874;11721
410770 Fênix;281;19;300
410773 Fernandes Pinheiro;41;3;44
410775 Figueira;402;13;415
410785 Flor da Serra do Sul;59;5;64
410780 Floraí;712;16;728
410790 Floresta;1181;171;1352
410800 Florestópolis;819;23;842
410810 Flórida;229;5;234
410820 Formosa do Oeste;273;55;328
410830 Foz do Iguaçu;36789;1798;38587
410845 Foz do Jordão;96;1;97
410832 Francisco Alves;219;5;224
410840 Francisco Beltrão;11231;330;11561
410850 General Carneiro;464;18;482
410855 Godoy Moreira;18;2;20
410860 Goioerê;4327;451;4778
410865 Goioxim;71;7;78
410870 Grandes Rios;139;15;154
410880 Guaíra;3230;81;3311
410890 Guairaçá;330;18;348
410895 Guamiranga;58;10;68
410900 Guapirama;140;2;142
410910 Guaporema;46;4;50
410920 Guaraci;396;7;403
410930 Guaraniaçu;564;27;591
410940 Guarapuava;19981;5829;25810
410950 Guaraqueçaba;133;13;146
410960 Guaratuba;2395;248;2643
410965 Honório Serpa;201;0;201
410970 Ibaiti;1527;49;1576
410975 Ibema;113;9;122
410980 Ibiporã;7509;1318;8827
410990 Icaraíma;246;33;279
411000 Iguaraçu;399;6;405
411005 Iguatu;66;278;344
411007 Imbaú;234;24;258
411010 Imbituva;673;117;790
411020 Inácio Martins;84;7;91
411030 Inajá;75;5;80
411040 Indianópolis;427;9;436
411050 Ipiranga;320;44;364
411060 Iporã;631;36;667
411065 Iracema do Oeste;48;5;53
411070 Irati;5670;665;6335
411080 Iretama;187;24;211
411090 Itaguajé;155;9;164
411095 Itaipulândia;346;9;355
411100 Itambaracá;332;12;344
411110 Itambé;1170;36;1206
411120 Itapejara d'Oeste;282;17;299
411125 Itaperuçu;842;370;1212
411130 Itaúna do Sul;83;17;100
411140 Ivaí;218;21;239
411150 Ivaiporã;2725;124;2849
411155 Ivaté;2386;15;2401
411160 Ivatuba;401;11;412
411170 Jaboti;62;9;71
411180 Jacarezinho;5115;309;5424
411190 Jaguapitã;683;45;728
411200 Jaguariaíva;3165;239;3404
411210 Jandaia do Sul;2913;139;3052
411220 Janiópolis;242;7;249
411230 Japira;49;5;54
411240 Japurá;985;17;1002
411250 Jardim Alegre;458;25;483
411260 Jardim Olinda;25;2;27
411270 Jataizinho;800;131;931
411275 Jesuítas;446;79;525
411280 Joaquim Távora;813;6;819
411290 Jundiaí do Sul;81;1;82
411295 Juranda;722;26;748
411300 Jussara;969;36;1005
411310 Kaloré;80;11;91
411320 Lapa;2797;804;3601
411325 Laranjal;25;0;25
411330 Laranjeiras do Sul;1517;231;1748
411340 Leópolis;131;4;135
411342 Lidianópolis;50;15;65
411345 Lindoeste;111;4;115
411350 Loanda;1946;60;2006
411360 Lobato;1040;7;1047
411370 Londrina;136024;27912;163936
411373 Luiziana;294;8;302
411375 Lunardelli;104;7;111
411380 Lupionópolis;339;10;349
411390 Mallet;971;19;990
411400 Mamborê;1281;48;1329
411410 Mandaguaçu;3169;103;3272
411420 Mandaguari;3988;263;4251
411430 Mandirituba;889;250;1139
411435 Manfrinópolis;66;22;88
411440 Mangueirinha;1077;35;1112
411450 Manoel Ribas;386;33;419
411460 Marechal Cândido Rondon;16489;102;16591
411470 Maria Helena;129;15;144
411480 Marialva;5951;274;6225
411490 Marilândia do Sul;368;25;393
411500 Marilena;123;4;127
411510 Mariluz;538;16;554
411520 Maringá;128598;7293;135891
411530 Mariópolis;366;75;441
411535 Maripá;514;5;519
411540 Marmeleiro;489;18;507
411545 Marquinho;22;0;22
411550 Marumbi;188;10;198
411560 Matelândia;1997;104;2101
411570 Matinhos;4290;581;4871
411573 Mato Rico;16;1;17
411575 Mauá da Serra;871;15;886
411580 Medianeira;11456;115;11571
411585 Mercedes;1241;4;1245
411590 Mirador;28;1;29
411600 Miraselva;98;5;103
411605 Missal;680;25;705
411610 Moreira Sales;928;39;967
411620 Morretes;1130;139;1269
411630 Munhoz de Melo;82;5;87
411640 Nossa Senhora das Graças;78;5;83
411650 Nova Aliança do Ivaí;38;17;55
411660 Nova América da Colina;44;4;48
411670 Nova Aurora;1015;274;1289
411680 Nova Cantu;353;1;354
411690 Nova Esperança;4053;123;4176
411695 Nova Esperança do Sudoeste;107;0;107
411700 Nova Fátima;342;14;356
411705 Nova Laranjeiras;60;3;63
411710 Nova Londrina;1514;31;1545
411720 Nova Olímpia;321;14;335
411725 Nova Prata do Iguaçu;201;8;209
411721 Nova Santa Bárbara;91;17;108
411722 Nova Santa Rosa;1467;11;1478
411727 Nova Tebas;58;5;63
411729 Novo Itacolomi;50;1;51
411730 Ortigueira;782;99;881
411740 Ourizona;575;5;580
411745 Ouro Verde do Oeste;780;4;784
411750 Paiçandu;3876;168;4044
411760 Palmas;2673;112;2785
411770 Palmeira;1898;404;2302
411780 Palmital;246;13;259
411790 Palotina;5180;95;5275
411800 Paraíso do Norte;1260;68;1328
411810 Paranacity;3232;16;3248
411820 Paranaguá;38143;11180;49323
411830 Paranapoema;135;5;140
411840 Paranavaí;12412;1897;14309
411845 Pato Bragado;535;1;536
411850 Pato Branco;13886;314;14200
411860 Paula Freitas;82;5;87
411870 Paulo Frontin;92;5;97
411880 Peabiru;1041;48;1089
411885 Perobal;90;4;94
411890 Pérola;374;10;384
411900 Pérola d'Oeste;110;5;115
411910 Piên;2372;18;2390
411915 Pinhais;30032;10160;40192
411925 Pinhal de São Bento;4;0;4
411920 Pinhalão;99;7;106
411930 Pinhão;853;23;876
411940 Piraí do Sul;1131;192;1323
411950 Piraquara;8790;2162;10952
411960 Pitanga;1405;81;1486
411965 Pitangueiras;89;2;91
411970 Planaltina do Paraná;233;7;240
411980 Planalto;170;9;179
411990 Ponta Grossa;64954;14420;79374
411995 Pontal do Paraná;1319;324;1643
412000 Porecatu;4232;143;4375
412010 Porto Amazonas;163;112;275
412015 Porto Barreiro;7;0;7
412020 Porto Rico;91;5;96
412030 Porto Vitória;42;0;42
412033 Prado Ferreira;122;10;132
412035 Pranchita;102;14;116
412040 Presidente Castelo Branco;477;5;482
412050 Primeiro de Maio;949;54;1003
412060 Prudentópolis;1117;87;1204
412065 Quarto Centenário;384;40;424
412070 Quatiguá;236;13;249
412080 Quatro Barras;6636;2316;8952
412085 Quatro Pontes;1058;2;1060
412090 Quedas do Iguaçu;1306;150;1456
412100 Querência do Norte;437;3;440
412110 Quinta do Sol;349;11;360
412120 Quitandinha;321;39;360
412125 Ramilândia;152;7;159
412130 Rancho Alegre;171;12;183
412135 Rancho Alegre D'Oeste;261;7;268
412140 Realeza;912;41;953
412150 Rebouças;245;9;254
412160 Renascença;209;6;215
412170 Reserva;410;33;443
412175 Reserva do Iguaçu;257;1;258
412180 Ribeirão Claro;389;31;420
412190 Ribeirão do Pinhal;703;35;738
412200 Rio Azul;203;179;382
412210 Rio Bom;102;6;108
412215 Rio Bonito do Iguaçu;40;3;43
412217 Rio Branco do Ivaí;32;3;35
412220 Rio Branco do Sul;3411;1800;5211
412230 Rio Negro;3558;268;3826
412240 Rolândia;8953;908;9861
412250 Roncador;432;21;453
412260 Rondon;351;11;362
412265 Rosário do Ivaí;80;7;87
412270 Sabáudia;199;20;219
412280 Salgado Filho;29;3;32
412290 Salto do Itararé;52;14;66
412300 Salto do Lontra;415;17;432
412310 Santa Amélia;151;2;153
412320 Santa Cecília do Pavão;134;5;139
412330 Santa Cruz de Monte Castelo;359;10;369
412340 Santa Fé;1232;29;1261
412350 Santa Helena;1080;38;1118
412360 Santa Inês;171;2;173
412370 Santa Isabel do Ivaí;477;25;502
412380 Santa Izabel do Oeste;1684;17;1701
412382 Santa Lúcia;87;4;91
412385 Santa Maria do Oeste;91;6;97
412390 Santa Mariana;739;23;762
412395 Santa Mônica;172;3;175
412402 Santa Tereza do Oeste;545;11;556
412405 Santa Terezinha de Itaipu;1664;58;1722
412400 Santana do Itararé;50;4;54
412410 Santo Antônio da Platina;3236;110;3346
412420 Santo Antônio do Caiuá;46;0;46
412430 Santo Antônio do Paraíso;55;4;59
412440 Santo Antônio do Sudoeste;338;16;354
412450 Santo Inácio;465;5;470
412460 São Carlos do Ivaí;270;4;274
412470 São Jerônimo da Serra;185;19;204
412480 São João;548;12;560
412490 São João do Caiuá;167;10;177
412500 São João do Ivaí;608;24;632
412510 São João do Triunfo;184;31;215
412520 São Jorge d'Oeste;212;18;230
412530 São Jorge do Ivaí;1177;13;1190
412535 São Jorge do Patrocínio;56;4;60
412540 São José da Boa Vista;80;4;84
412545 São José das Palmeiras;346;3;349
412550 São José dos Pinhais;84956;18347;103303
412555 São Manoel do Paraná;218;0;218
412560 São Mateus do Sul;6738;1807;8545
412570 São Miguel do Iguaçu;1896;78;1974
412575 São Pedro do Iguaçu;687;9;696
412580 São Pedro do Ivaí;1793;56;1849
412590 São Pedro do Paraná;226;3;229
412600 São Sebastião da Amoreira;357;23;380
412610 São Tomé;1337;6;1343
412620 Sapopema;98;17;115
412625 Sarandi;6881;634;7515
412627 Saudade do Iguaçu;75;15;90
412630 Sengés;245;16;261
412635 Serranópolis do Iguaçu;444;1;445
412640 Sertaneja;422;34;456
412650 Sertanópolis;2630;63;2693
412660 Siqueira Campos;673;21;694
412665 Sulina;36;1;37
412667 Tamarana;349;29;378
412670 Tamboara;170;23;193
412680 Tapejara;3748;37;3785
412690 Tapira;169;14;183
412700 Teixeira Soares;210;26;236
412710 Telêmaco Borba;6225;339;6564
412720 Terra Boa;1102;36;1138
412730 Terra Rica;2417;40;2457
412740 Terra Roxa;1018;19;1037
412750 Tibagi;570;40;610
412760 Tijucas do Sul;582;59;641
412770 Toledo;38120;740;38860
412780 Tomazina;252;8;260
412785 Três Barras do Paraná;179;9;188
412788 Tunas do Paraná;46;6;52
412790 Tuneiras do Oeste;361;6;367
412795 Tupãssi;826;63;889
412796 Turvo;131;20;151
412800 Ubiratã;4360;280;4640
412810 Umuarama;11944;599;12543
412820 União da Vitória;4832;162;4994
412830 Uniflor;89;1;90
412840 Uraí;880;11;891
412853 Ventania;100;1;101
412855 Vera Cruz do Oeste;729;7;736
412860 Verê;141;12;153
412865 Virmond;33;6;39
412870 Vitorino;302;6;308
412850 Wenceslau Braz;785;30;815
412880 Xambrê;106;81;187
410000 Município ignorado - PR;10190;23070;33260
420005 Abdon Batista;149;12;161
420010 Abelardo Luz;892;38;930
420020 Agrolândia;428;343;771
420030 Agronômica;242;49;291
420040 Água Doce;932;6;938
420050 Águas de Chapecó;321;23;344
420055 Águas Frias;102;1;103
420060 Águas Mornas;269;14;283
420070 Alfredo Wagner;332;9;341
420075 Alto Bela Vista;334;9;343
420080 Anchieta;547;6;553
420090 Angelina;326;14;340
420100 Anita Garibaldi;609;91;700
420110 Anitápolis;158;0;158
420120 Antônio Carlos;2339;34;2373
420125 Apiúna;774;38;812
420127 Arabutã;286;31;317
420130 Araquari;2090;247;2337
420140 Araranguá;6713;181;6894
420150 Armazém;664;18;682
420160 Arroio Trinta;648;3;651
420165 Arvoredo;84;1;85
420170 Ascurra;815;173;988
420180 Atalanta;163;12;175
420190 Aurora;277;56;333
420195 Balneário Arroio do Silva;528;8;536
420205 Balneário Barra do Sul;652;35;687
420200 Balneário Camboriú;26798;1745;28543
420207 Balneário Gaivota;338;61;399
421280 Balneário Piçarras;1682;67;1749
420208 Bandeirante;34;0;34
420209 Barra Bonita;30;0;30
420210 Barra Velha;2132;541;2673
420213 Bela Vista do Toldo;197;1;198
420215 Belmonte;88;0;88
420220 Benedito Novo;1929;496;2425
420230 Biguaçu;7478;3180;10658
420240 Blumenau;95401;20126;115527
420243 Bocaina do Sul;199;3;202
420250 Bom Jardim da Serra;373;1;374
420253 Bom Jesus;47;10;57
420257 Bom Jesus do Oeste;49;0;49
420260 Bom Retiro;757;10;767
420245 Bombinhas;1227;229;1456
420270 Botuverá;238;8;246
420280 Braço do Norte;5750;46;5796
420285 Braço do Trombudo;154;23;177
420287 Brunópolis;49;10;59
420290 Brusque;30183;2469;32652
420300 Caçador;10274;230;10504
420310 Caibi;371;16;387
420315 Calmon;136;3;139
420320 Camboriú;4512;499;5011
420330 Campo Alegre;1507;31;1538
420340 Campo Belo do Sul;757;125;882
420350 Campo Erê;699;26;725
420360 Campos Novos;4917;1386;6303
420370 Canelinha;509;167;676
420380 Canoinhas;7580;377;7957
420325 Capão Alto;19;9;28
420390 Capinzal;20536;270;20806
420395 Capivari de Baixo;3961;472;4433
420400 Catanduvas;2106;33;2139
420410 Caxambu do Sul;233;23;256
420415 Celso Ramos;215;2;217
420417 Cerro Negro;81;1;82
420419 Chapadão do Lageado;13;0;13
420420 Chapecó;34509;7204;41713
420425 Cocal do Sul;4880;80;4960
420430 Concórdia;21196;4770;25966
420435 Cordilheira Alta;117;12;129
420440 Coronel Freitas;582;18;600
420445 Coronel Martins;68;1;69
420455 Correia Pinto;3425;1552;4977
420450 Corupá;2499;283;2782
420460 Criciúma;45694;973;46667
420470 Cunha Porã;893;9;902
420475 Cunhataí;12;0;12
420480 Curitibanos;5388;702;6090
420490 Descanso;560;20;580
420500 Dionísio Cerqueira;1043;22;1065
420510 Dona Emma;146;11;157
420515 Doutor Pedrinho;238;6;244
420517 Entre Rios;57;5;62
420519 Ermo;194;0;194
420520 Erval Velho;593;15;608
420530 Faxinal dos Guedes;1121;497;1618
420535 Flor do Sertão;64;7;71
420540 Florianópolis;190755;34258;225013
420543 Formosa do Sul;714;2;716
420545 Forquilhinha;3387;26;3413
420550 Fraiburgo;4845;578;5423
420555 Frei Rogério;87;4;91
420560 Galvão;202;1;203
420570 Garopaba;1555;61;1616
420580 Garuva;1765;182;1947
420590 Gaspar;12027;4225;16252
420600 Governador Celso Ramos;905;211;1116
420610 Grão Pará;665;18;683
420620 Gravatal;1490;47;1537
420630 Guabiruba;1354;130;1484
420640 Guaraciaba;447;8;455
420650 Guaramirim;6593;635;7228
420660 Guarujá do Sul;269;6;275
420665 Guatambú;294;71;365
420670 Herval d'Oeste;6501;93;6594
420675 Ibiam;156;0;156
420680 Ibicaré;810;1;811
420690 Ibirama;1380;270;1650
420700 Içara;5929;147;6076
420710 Ilhota;1281;194;1475
420720 Imaruí;738;10;748
420730 Imbituba;4676;220;4896
420740 Imbuia;169;9;178
420750 Indaial;11644;2180;13824
420757 Iomerê;346;7;353
420760 Ipira;863;26;889
420765 Iporã do Oeste;419;7;426
420768 Ipuaçu;205;6;211
420770 Ipumirim;813;23;836
420775 Iraceminha;183;2;185
420780 Irani;1361;89;1450
420785 Irati;101;6;107
420790 Irineópolis;392;17;409
420800 Itá;1234;104;1338
420810 Itaiópolis;990;129;1119
420820 Itajaí;42377;6414;48791
420830 Itapema;6044;488;6532
420840 Itapiranga;2556;10;2566
420845 Itapoá;988;48;1036
420850 Ituporanga;1958;190;2148
420860 Jaborá;454;21;475
420870 Jacinto Machado;684;13;697
420880 Jaguaruna;2330;37;2367
420890 Jaraguá do Sul;46228;14212;60440
420895 Jardinópolis;93;1;94
420900 Joaçaba;7499;169;7668
420910 Joinville;186450;35543;221993
420915 José Boiteux;271;8;279
420917 Jupiá;43;1;44
420920 Lacerdópolis;484;6;490
420930 Lages;38879;4755;43634
420940 Laguna;10663;498;11161
420945 Lajeado Grande;39;2;41
420950 Laurentino;419;92;511
420960 Lauro Muller;1377;28;1405
420970 Lebon Régis;637;10;647
420980 Leoberto Leal;147;9;156
420985 Lindóia do Sul;622;24;646
420990 Lontras;613;91;704
421000 Luiz Alves;1053;107;1160
421003 Luzerna;905;9;914
421005 Macieira;70;0;70
421010 Mafra;6441;324;6765
421020 Major Gercino;232;22;254
421030 Major Vieira;305;7;312
421040 Maracajá;776;22;798
421050 Maravilha;2576;184;2760
421055 Marema;104;5;109
421060 Massaranduba;2082;216;2298
421070 Matos Costa;131;9;140
421080 Meleiro;504;13;517
421085 Mirim Doce;113;27;140
421090 Modelo;188;9;197
421100 Mondaí;475;14;489
421105 Monte Carlo;677;5;682
421110 Monte Castelo;448;13;461
421120 Morro da Fumaça;2389;198;2587
421125 Morro Grande;101;3;104
421130 Navegantes;8372;1242;9614
421140 Nova Erechim;213;8;221
421145 Nova Itaberaba;86;12;98
421150 Nova Trento;890;25;915
421160 Nova Veneza;1266;17;1283
421165 Novo Horizonte;124;2;126
421170 Orleans;2612;43;2655
421175 Otacílio Costa;4177;1464;5641
421180 Ouro;3890;10;3900
421185 Ouro Verde;114;4;118
421187 Paial;100;6;106
421189 Painel;166;2;168
421190 Palhoça;21569;4362;25931
421200 Palma Sola;292;4;296
421205 Palmeira;137;1;138
421210 Palmitos;918;401;1319
421220 Papanduva;997;29;1026
421223 Paraíso;95;2;97
421225 Passo de Torres;175;32;207
421227 Passos Maia;114;1;115
421230 Paulo Lopes;504;32;536
421240 Pedras Grandes;470;15;485
421250 Penha;3012;577;3589
421260 Peritiba;348;43;391
421270 Petrolândia;328;48;376
421290 Pinhalzinho;3334;46;3380
421300 Pinheiro Preto;651;10;661
421310 Piratuba;969;44;1013
421315 Planalto Alegre;94;6;100
421320 Pomerode;8068;1076;9144
421330 Ponte Alta;327;24;351
421335 Ponte Alta do Norte;137;11;148
421340 Ponte Serrada;1647;71;1718
421350 Porto Belo;1513;215;1728
421360 Porto União;3855;99;3954
421370 Pouso Redondo;543;196;739
421380 Praia Grande;775;41;816
421390 Presidente Castello Branco;121;0;121
421400 Presidente Getúlio;884;219;1103
421410 Presidente Nereu;103;3;106
421415 Princesa;23;2;25
421420 Quilombo;1021;22;1043
421430 Rancho Queimado;249;11;260
421440 Rio das Antas;1661;104;1765
421450 Rio do Campo;272;10;282
421460 Rio do Oeste;296;35;331
421480 Rio do Sul;11816;2049;13865
421470 Rio dos Cedros;1923;169;2092
421490 Rio Fortuna;313;267;580
421500 Rio Negrinho;6467;178;6645
421505 Rio Rufino;81;0;81
421507 Riqueza;114;2;116
421510 Rodeio;2045;93;2138
421520 Romelândia;225;3;228
421530 Salete;350;57;407
421535 Saltinho;200;10;210
421540 Salto Veloso;3636;238;3874
421545 Sangão;611;8;619
421550 Santa Cecília;1323;17;1340
421555 Santa Helena;65;0;65
421560 Santa Rosa de Lima;199;19;218
421565 Santa Rosa do Sul;505;28;533
421567 Santa Terezinha;54;14;68
421568 Santa Terezinha do Progresso;45;1;46
421569 Santiago do Sul;37;20;57
421570 Santo Amaro da Imperatriz;2187;195;2382
421580 São Bento do Sul;21540;337;21877
421575 São Bernardino;22;0;22
421590 São Bonifácio;188;9;197
421600 São Carlos;1788;43;1831
421605 São Cristovão do Sul;161;84;245
421610 São Domingos;733;32;765
421620 São Francisco do Sul;11293;2530;13823
421630 São João Batista;1091;49;1140
421635 São João do Itaperiú;307;28;335
421625 São João do Oeste;323;2;325
421640 São João do Sul;354;3;357
421650 São Joaquim;4448;83;4531
421660 São José;62058;12241;74299
421670 São José do Cedro;862;49;911
421680 São José do Cerrito;511;542;1053
421690 São Lourenço do Oeste;3952;161;4113
421700 São Ludgero;1091;7;1098
421710 São Martinho;328;4;332
421715 São Miguel da Boa Vista;17;1;18
421720 São Miguel do Oeste;5842;235;6077
421725 São Pedro de Alcântara;501;48;549
421730 Saudades;434;6;440
421740 Schroeder;3415;578;3993
421750 Seara;4220;34;4254
421755 Serra Alta;113;1;114
421760 Siderópolis;1347;29;1376
421770 Sombrio;1732;41;1773
421775 Sul Brasil;14;2;16
421780 Taió;1291;327;1618
421790 Tangará;1076;26;1102
421795 Tigrinhos;48;0;48
421800 Tijucas;6277;970;7247
421810 Timbé do Sul;339;1;340
421820 Timbó;7950;387;8337
421825 Timbó Grande;253;0;253
421830 Três Barras;1891;55;1946
421835 Treviso;104;2;106
421840 Treze de Maio;268;15;283
421850 Treze Tílias;768;5;773
421860 Trombudo Central;916;141;1057
421870 Tubarão;26749;3165;29914
421875 Tunápolis;223;1;224
421880 Turvo;1546;25;1571
421885 União do Oeste;123;6;129
421890 Urubici;930;28;958
421895 Urupema;479;0;479
421900 Urussanga;2255;41;2296
421910 Vargeão;171;6;177
421915 Vargem;36;2;38
421917 Vargem Bonita;1710;9;1719
421920 Vidal Ramos;235;21;256
421930 Videira;34523;1713;36236
421935 Vitor Meireles;134;2;136
421940 Witmarsum;130;1;131
421950 Xanxerê;4938;302;5240
421960 Xavantina;173;11;184
421970 Xaxim;1392;73;1465
421985 Zortéa;3018;79;3097
420000 Município ignorado - SC;17935;15904;33839
430003 Aceguá;28;11;39
430005 Água Santa;374;20;394
430010 Agudo;1105;44;1149
430020 Ajuricaba;1235;9;1244
430030 Alecrim;430;7;437
430040 Alegrete;6788;1182;7970
430045 Alegria;123;31;154
430047 Almirante Tamandaré do Sul;17;2;19
430050 Alpestre;88;22;110
430055 Alto Alegre;90;1;91
430057 Alto Feliz;434;2;436
430060 Alvorada;26520;3725;30245
430063 Amaral Ferrador;43;13;56
430064 Ametista do Sul;142;8;150
430066 André da Rocha;75;0;75
430070 Anta Gorda;742;12;754
430080 Antônio Prado;7698;27;7725
430085 Arambaré;127;37;164
430087 Araricá;122;13;135
430090 Aratiba;131;11;142
430100 Arroio do Meio;2749;95;2844
430107 Arroio do Padre;6;1;7
430105 Arroio do Sal;342;44;386
430120 Arroio do Tigre;291;17;308
430110 Arroio dos Ratos;1007;397;1404
430130 Arroio Grande;1222;45;1267
430140 Arvorezinha;576;18;594
430150 Augusto Pestana;1355;12;1367
430155 Áurea;131;3;134
430160 Bagé;7016;5742;12758
430163 Balneário Pinhal;339;197;536
430165 Barão;614;19;633
430170 Barão de Cotegipe;255;89;344
430175 Barão do Triunfo;40;4;44
430185 Barra do Guarita;348;1;349
430187 Barra do Quaraí;10;5;15
430190 Barra do Ribeiro;885;161;1046
430192 Barra do Rio Azul;26;1;27
430195 Barra Funda;36;0;36
430180 Barracão;213;5;218
430200 Barros Cassal;259;21;280
430205 Benjamin Constant do Sul;6;0;6
430210 Bento Gonçalves;40967;613;41580
430215 Boa Vista das Missões;57;2;59
430220 Boa Vista do Buricá;363;33;396
430222 Boa Vista do Cadeado;149;5;154
430223 Boa Vista do Incra;57;5;62
430225 Boa Vista do Sul;432;1;433
430230 Bom Jesus;843;66;909
430235 Bom Princípio;878;35;913
430237 Bom Progresso;75;2;77
430240 Bom Retiro do Sul;868;56;924
430245 Boqueirão do Leão;371;33;404
430250 Bossoroca;165;31;196
430258 Bozano;316;3;319
430260 Braga;186;3;189
430265 Brochier;509;17;526
430270 Butiá;2057;350;2407
430280 Caçapava do Sul;1345;110;1455
430290 Cacequi;578;24;602
430300 Cachoeira do Sul;6610;461;7071
430310 Cachoeirinha;30083;6552;36635
430320 Cacique Doble;314;0;314
430330 Caibaté;449;1;450
430340 Caiçara;97;12;109
430350 Camaquã;4560;2375;6935
430355 Camargo;161;0;161
430360 Cambará do Sul;258;6;264
430367 Campestre da Serra;535;1;536
430370 Campina das Missões;125;0;125
430380 Campinas do Sul;164;4;168
430390 Campo Bom;15686;1867;17553
430400 Campo Novo;477;13;490
430410 Campos Borges;73;2;75
430420 Candelária;1690;109;1799
430430 Cândido Godói;404;5;409
430435 Candiota;1983;347;2330
430440 Canela;6397;252;6649
430450 Canguçu;1097;95;1192
430460 Canoas;87400;16485;103885
430461 Canudos do Vale;69;2;71
430462 Capão Bonito do Sul;15;0;15
430463 Capão da Canoa;2881;461;3342
430465 Capão do Cipó;3;12;15
430466 Capão do Leão;743;167;910
430468 Capela de Santana;728;104;832
430469 Capitão;58;4;62
430467 Capivari do Sul;227;44;271
430471 Caraá;39;44;83
430470 Carazinho;8650;876;9526
430480 Carlos Barbosa;17246;43;17289
430485 Carlos Gomes;158;1;159
430490 Casca;743;29;772
430495 Caseiros;86;0;86
430500 Catuípe;1453;2;1455
430510 Caxias do Sul;275511;9847;285358
430511 Centenário;66;11;77
430512 Cerrito;459;1;460
430513 Cerro Branco;61;12;73
430515 Cerro Grande;13;3;16
430517 Cerro Grande do Sul;100;22;122
430520 Cerro Largo;1339;32;1371
430530 Chapada;210;4;214
430535 Charqueadas;5597;3540;9137
430537 Charrua;23;4;27
430540 Chiapetta;295;3;298
430543 Chuí;130;10;140
430544 Chuvisca;13;11;24
430545 Cidreira;702;179;881
430550 Ciríaco;107;2;109
430558 Colinas;354;13;367
430560 Colorado;234;1;235
430570 Condor;259;2;261
430580 Constantina;166;10;176
430583 Coqueiro Baixo;12;5;17
430585 Coqueiros do Sul;19;11;30
430587 Coronel Barros;209;1;210
430590 Coronel Bicaco;366;6;372
430593 Coronel Pilar;107;0;107
430595 Cotiporã;755;13;768
430597 Coxilha;116;2;118
430600 Crissiumal;715;301;1016
430605 Cristal;151;23;174
430607 Cristal do Sul;4;0;4
430610 Cruz Alta;5649;5882;11531
430613 Cruzaltense;4;0;4
430620 Cruzeiro do Sul;2280;100;2380
430630 David Canabarro;86;0;86
430632 Derrubadas;152;3;155
430635 Dezesseis de Novembro;22;0;22
430637 Dilermando de Aguiar;47;0;47
430640 Dois Irmãos;4285;221;4506
430642 Dois Irmãos das Missões;16;0;16
430645 Dois Lajeados;235;1;236
430650 Dom Feliciano;103;19;122
430660 Dom Pedrito;1146;97;1243
430655 Dom Pedro de Alcântara;25;0;25
430670 Dona Francisca;82;4;86
430673 Doutor Maurício Cardoso;291;243;534
430675 Doutor Ricardo;209;2;211
430676 Eldorado do Sul;5220;1327;6547
430680 Encantado;5393;272;5665
430690 Encruzilhada do Sul;1180;225;1405
430692 Engenho Velho;3;2;5
430695 Entre Rios do Sul;98;43;141
430693 Entre-Ijuís;1162;4;1166
430697 Erebango;37;4;41
430700 Erechim;19983;2654;22637
430705 Ernestina;284;1;285
430720 Erval Grande;109;12;121
430730 Erval Seco;119;3;122
430740 Esmeralda;124;22;146
430745 Esperança do Sul;89;2;91
430750 Espumoso;1474;41;1515
430755 Estação;957;3;960
430760 Estância Velha;9196;789;9985
430770 Esteio;24230;5313;29543
430780 Estrela;6824;571;7395
430781 Estrela Velha;53;4;57
430783 Eugênio de Castro;436;2;438
430786 Fagundes Varela;362;12;374
430790 Farroupilha;37088;4911;41999
430800 Faxinal do Soturno;971;5;976
430805 Faxinalzinho;20;4;24
430807 Fazenda Vilanova;196;2;198
430810 Feliz;2422;65;2487
430820 Flores da Cunha;17832;81;17913
430825 Floriano Peixoto;14;1;15
430830 Fontoura Xavier;200;4;204
430840 Formigueiro;192;4;196
430843 Forquetinha;96;1;97
430845 Fortaleza dos Valos;313;10;323
430850 Frederico Westphalen;2082;118;2200
430860 Garibaldi;19484;181;19665
430865 Garruchos;70;6;76
430870 Gaurama;633;15;648
430880 General Câmara;446;154;600
430885 Gentil;50;0;50
430890 Getúlio Vargas;1263;19;1282
430900 Giruá;1865;52;1917
430905 Glorinha;857;363;1220
430910 Gramado;8255;153;8408
430912 Gramado dos Loureiros;19;13;32
430915 Gramado Xavier;125;7;132
430920 Gravataí;54798;11428;66226
430925 Guabiju;105;5;110
430930 Guaíba;20384;6963;27347
430940 Guaporé;5634;61;5695
430950 Guarani das Missões;388;10;398
430955 Harmonia;221;13;234
430710 Herval;139;3;142
430957 Herveiras;82;12;94
430960 Horizontina;6129;5146;11275
430965 Hulha Negra;40;13;53
430970 Humaitá;254;18;272
430975 Ibarama;56;2;58
430980 Ibiaçá;170;0;170
430990 Ibiraiaras;272;1;273
430995 Ibirapuitã;668;0;668
431000 Ibirubá;2083;556;2639
431010 Igrejinha;4445;176;4621
431020 Ijuí;15784;494;16278
431030 Ilópolis;549;12;561
431033 Imbé;1217;323;1540
431036 Imigrante;387;2;389
431040 Independência;279;40;319
431041 Inhacorá;37;3;40
431043 Ipê;2310;3;2313
